Avg Threads Running,1,1,2.0999999999999996,2.8000000000000003,3.8,4.3,5,5.8,6.399999999999999,7.1,7.6,8,7.555555555555556,7.5,7,7.166666666666666,9.833333333333332,10,10.75,11.666666666666668,14.5,24,24,24,24,24,13,13,16,16,16,16,16,16,16,16,19,19,40,40,40,40,40,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,30,30,55,55,55,55,55,55,55,55,55,55
Peak Threads Connected,1,1,12,12,12,12,12,12,12,12,12,12,11,11,9,9,24,24,24,24,24,24,24,24,24,24,13,13,19,19,19,19,19,19,19,19,19,19,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,30,30,55,55,55,55,55,55,55,55,55,55
Peak Threads Running,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,2,2,8,8,8,8,8,8,8,8,8,8,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,14,14,21,21,21,21,21,21,21,21,21,21
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0.11244000000000001,0.22180326050792948,0.24946987651241112,0.23681060282171867,0.1270275884992521,0.19932230416583613,0.1930005017561465,0.24317611640742598,0.2,0.2,0.2,0.25787757150025087,0.2077019568489714,0.15752634219769193,0,0,0,0,0,0,0,0
table_open_cache_hits,285.6666666666667,285.55555555555554,347.55555555555554,631,878.7777777777777,1148.3333333333335,1440.3333333333335,1668.6666666666667,1951.8888888888891,2222.4444444444443,2471.888888888889,2616.666666666667,2230.9425,1982.6999714285714,1710.4626,1413.03348,2501.0535654874125,2460.396657103655,2014.3109876015392,1839.8675918231675,2457.8433326689255,882.3982940291019,1111.8012042147516,914.4,914.4,914.4,1179.0162568991468,949.6133467134972,720.2104365278475,847.945336008024,1067.905215646941,877.2,877.2,877.2,1129.0540621865596,909.094182547643,689.1343029087262
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0.11244000000000001,0.22180326050792948,0.24946987651241112,0.23681060282171867,0.1270275884992521,0.19932230416583613,0.1930005017561465,0.24317611640742598,0.2,0.2,0.2,0.25787757150025087,0.2077019568489714,0.15752634219769193,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,0.888888888888889,1,0.888888888888889,1,1,1.1111111111111112,1,1,0.888888888888889,1.1111111111111112,1,1,0.754425,0.7621999999999999,0.5518333333333333,0.44976000000000005,0.9981146722856826,1.1226144443058501,0.8288371098760153,0.8891931194947646,1.1959338249950169,0.1930005017561465,0.24317611640742598,0.2,0.2,0.2,0.25787757150025087,0.2077019568489714,0.15752634219769193,0.3866599799398195,0.4869608826479439,0.4,0.4,0.4,0.5148445336008024,0.41454363089267804,0.3142427281845537
Slow Queries,3.8888888888888893,4,4.333333333333334,7.555555555555555,9.11111111111111,10.333333333333334,11.777777777777779,14.666666666666668,16.88888888888889,19.11111111111111,20.22222222222222,21.22222222222222,16.920675,15.352885714285714,13.685466666666665,11.8062,17.633359210380394,16.963951602843956,13.616609662248825,12.57573126142596,16.743073549930237,9.071023582538885,11.429277471149021,9.4,9.4,9.4,12.12024586051179,9.761991971901654,7.40373808329152,5.026579739217653,6.330491474423271,5.2,5.2,5.2,6.692978936810431,5.3890672016048144,4.085155466399198
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,58.55555555555556,58.55555555555556,90.33333333333334,240.55555555555557,373.6666666666667,516,668.3333333333334,790.6666666666667,936.7777777777777,1081.5555555555557,1212.3333333333335,1292.4444444444446,1100.1672,977.2492857142855,842.7598666666667,695.89116,1232.8934235333259,1216.1656479980043,994.2493159469859,909.898616420143,1214.2714769782738,437.53213748118407,551.2802558956347,453.4,453.4,453.4,584.6084545910687,470.86033617661815,357.1122177621676,420.8793881644935,530.056920762287,435.4,435.4,435.4,560.4082748244734,451.23074222668004,342.0532096288867
Table Locks Waited,0,0,0.5555555555555556,4.111111111111112,6.444444444444445,9.88888888888889,12.444444444444446,14.777777777777777,18.444444444444446,21.11111111111111,24,24.888888888888893,20.6928,18.61945714285714,15.451333333333332,13.15548,23.067539092824667,21.82861419483597,17.87920051303976,15.878448562406513,22.324098066573647,7.913020572002006,9.970220772704465,8.2,8.2,8.2,10.572980431510285,8.515780230807827,6.458580030105369,8.893179538615849,11.20010030090271,9.2,9.2,9.2,11.841424272818454,9.534503510531595,7.227582748244734
bytes_received_rate,12341.555555555557,12463.222222222223,15741.555555555557,34209.333333333336,50285.222222222226,67841.55555555556,85578.33333333334,99874.66666666667,117370,135248.22222222222,150880.11111111112,160915,136697.606775,121332.33139999998,104303.7842,86549.90292000001,152867.69435510703,150880.1297243358,122935.72505344164,112543.52177580187,149710.98265895952,51647.12727044655,65074.1719267436,53520.2,53520.2,53520.2,69008.29601103862,55581.251354741595,42154.206698444556,51152.60205616851,64421.75952858577,52917.4,52917.4,52917.4,68110.58530591775,54841.42783350051,41572.270361083254
bytes_sent_rate,170637.22222222222,167312,165754.55555555556,192634,233535.22222222225,262551.8888888889,285423.8888888889,308790,326720,369380.44444444444,386318.7777777778,411912.3333333334,349511.84617499996,307600.9451142857,264863.44499999995,220965.9636,403911.1677941666,419157.41549207934,332535.36874732794,319914.15458700346,418164.04225632845,143818.5698946312,181208.03301555442,149034.4,149034.4,149034.4,192163.14570998494,154773.68258906173,117384.21946813849,158987.62387161487,200229.54964894688,164472.8,164472.8,164472.8,211694.80501504513,170452.87923771312,129210.95346038116
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,27.333333333333336,27.333333333333336,44.66666666666667,107.77777777777779,166.33333333333334,226.66666666666669,293.8888888888889,345.33333333333337,409.44444444444446,473.2222222222223,532.7777777777778,559,477.44325,423.1298857142857,366.0862333333333,300.88944000000004,545.1924143284907,538.231258575527,439.9941000427533,400.7720417151404,544.5485349810643,190.87749623682888,240.50117912694432,197.8,197.8,197.8,255.04091821374809,205.41723532363272,155.7935524335173,179.21690070210633,225.70636910732202,185.4,185.4,185.4,238.6304413239719,192.14097291875626,145.65150451354063
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.5622,0.9981146722856826,0.9978795060496445,0.8288371098760153,0.7621655309955127,0.9966115208291807,0.386001003512293,0.48635223281485196,0.4,0.4,0.4,0.5157551430005017,0.4154039136979428,0.31505268439538386,0.3866599799398195,0.4869608826479439,0.4,0.4,0.4,0.5148445336008024,0.41454363089267804,0.3142427281845537
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_tablespace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com assign_to_keycache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com binlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com call_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_repl_filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com checksum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com commit,0,0,0.33333333333333337,5.777777777777778,10.222222222222223,15.11111111111111,19.666666666666668,23.88888888888889,27.888888888888893,32.22222222222222,36.333333333333336,40.77777777777778,34.27245,30.270228571428568,25.825799999999997,21.700920000000004,37.595652656094046,37.794686291630285,31.258999572466866,28.835262589330227,36.67530396651385,15.247039638735572,19.210913196186652,15.8,15.8,15.8,20.37232814851982,16.40845459106874,12.444581033617663,17.979689067201605,22.64368104312939,18.6,18.6,18.6,23.940270812437312,19.276278836509526,14.612286860581747
com create_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_udf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com dealloc_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com delete,0,0,0,2,3.444444444444444,6.111111111111112,8.88888888888889,11.11111111111111,14.444444444444446,16.666666666666668,16.666666666666668,18.22222222222222,15.735149999999999,14.481799999999998,12.029966666666665,9.44496,15.526228235555063,13.720843208182611,10.65647712697734,11.43248296493269,15.148495116603547,7.720020070245861,9.72704465629704,8,8,8,10.315102860010034,8.308078273958856,6.301053687907677,1.9332998996990973,2.4348044132397195,2,2,2,2.574222668004012,2.07271815446339,1.5712136409227684
com delete_multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com empty_query,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com execute_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com explain_other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com flush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com get_diagnostics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_read,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com insert,0,0,5.666666666666667,33.77777777777778,57.22222222222223,82.66666666666667,110.33333333333334,131,157.55555555555557,182.66666666666669,209.33333333333334,223,189.03735,168.01065714285713,145.02179999999998,119.74860000000001,206.4988355328823,202.44480478982163,165.4122060709705,146.9709198936347,195.93382499501692,61.374159558454586,77.33000501756146,63.6,63.6,63.6,82.00506773707977,66.0492222779729,50.093376818866034,68.43881644934804,86.19207622868608,70.8,70.8,70.8,91.12748244734203,73.37422266800401,55.620962888666
com insert_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com install_plugin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com load,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_binlog_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com optimize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com preload_keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com prepare_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge_before_date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com release_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com repair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com replace_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com reset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com resignal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com revoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com revoke_all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rollback,0,0,0,0.22222222222222224,0.4444444444444445,0.6666666666666667,0.7777777777777779,1,1.1111111111111112,1.3333333333333335,2.111111111111111,2.111111111111111,1.832175,1.633285714285714,1.4347666666666665,1.34928,3.3270489076189422,3.617313209429961,3.1969431380932023,2.540551769985042,3.986446083316723,1.158003010536879,1.4590566984445559,1.2,1.2,1.2,1.547265429001505,1.2462117410938283,0.9451580531861516,2.1266298896690072,2.6782848545636915,2.2,2.2,2.2,2.8316449348044133,2.279989969909729,1.7283350050150452
com rollback_to_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
